id;nome;LACUNAS;marca;SUGESTAO_marca;marca_site_antigo;categoria;categoria_site_antigo;REVISAR_categoria;tipo;embalagem;aplicacao;tags;descricao;detalhes;img
tela-de-poliester;TELA DE POLIESTER;marca + detalhes + aplicacao;;;;complementares;complementares;;Estruturante para Impermeabilizantes;M2;;;Telas de Poliéster para diversos tipos de aplicações, desde armações para reforço estrutural em impermeabilizações, borrachas, mantas asfálticas, estruturantes para EPS, dentre centenas de outras aplicações industrias.;;img/produtos/tela-de-poliester.jpg
tela-plastica-pvc;TELA PLASTICA PVC;marca + detalhes + aplicacao;;;;complementares;complementares;;Tela Plastica PVC;M2;;;"Tela palstica de PVC para uso na construção civil.
Usadas :
- estruturante para protção mecânica armada nas impermeabilizações;
- estruturante para piso de calçadas;
- sustentação de solos;
- proteção contra erosão;
- reforço em concretos;
- execução de estuque, etc..";;img/produtos/tela-plastica-pvc.jpg
tela-vedatrinca-0-10-x-3m;TELA VEDATRINCA 0,10 x 3M;marca + aplicacao;;;;complementares;complementares;;Tela de poliéster;UN;;;"Indicada para ser aplicada em superfícies sujeitas a movimentações e trincas.
A TELA VEDATRINCA é um produto de poliéster com gramatura específica, resistente à alcalinidade que proporciona resistência e elasticidade suficientes para absorver pequenas movimentações podendo ser usada na prevenção ou na correção de trincas.
INDICAÇÕES
A TELA VEDATRINCA é indicada para ser aplicada em superfícies sujeitas a movimentações e trincas, podendo ser utilizada em conjunto com o VEDATRINCA, MANTA LÍQUIDA, VEDBEM PISCINA, VEDATRINCA ou VEDBEM COZINHA E BANHEIRO.";Tela engomada de 10cm X 3mt com bandagem central (uso em conjunto com a MASSA VEDATRINCA).;img/produtos/tela-vedatrinca-0-10-x-3m.jpg
telhafria;TELHAFRIA;aplicacao;vedbem;;vedbem;telhados_calhas;telhados_calhas;;Pintura térmica para telhados;LT 18kg;;;Trata-se de um revestimento térmico que reflete 90% o calor do sol, garantindo uma temperatura interna agradável nos ambientes. Na cor branca e de fácil aplicação, é indicado para diversos tipos de telha, além de ser ecologicamente correto, já que contribui na redução do aquecimento global.;O TELHAFRIA é feito de uma tinta especial composta por um polímero acrílico elastomérico à base de água e de altíssima qualidade que, combinados com microesferas cerâmicas estabelecem um eficiente isolamento térmico, formando uma proteção impermeável na face externa das telhas, proporcionando considerável redução de calor causado pela radiação solar.;img/produtos/telhafria.jpg
tubo-dreno-4-polegadas;TUBO DRENO 4 POLEGADAS;marca + detalhes + aplicacao;;;;drenagem;drenagem;;Tubo perfurado p/ drenagem;ML;;;Os tubos flexíveis e corrugados para drenagem apresentam excelente resistência e alta capacidade drenante, garantindo assim um rápido escoamento do excesso de água infiltrada no solo. O tubo flexível corrugado é fabricado em polietileno de alta densidade (PEAD). É resistente ao ataque de substâncias químicas e bioquímicas, tem baixo atrito interno e grande resistência a intempéries.;;img/produtos/tubo-dreno-4-polegadas.jpg
vassoura;VASSOURA;marca + detalhes + aplicacao;;;;complementares;complementares;;vassoura;UN;;;Vassoura para aplicação de primer, e ou impermebilizantes acrílicos ou asfálticos.;;img/produtos/vassoura.jpg
vedalage-plus;VEDALAGE PLUS;aplicacao;viapol;;viapol;impermeabilizantes;impermeabilizantes;;Impermeabilizante a base de resina acrílica.;"Bd 18kg BRANCO
Bd 18kg CONCRETO";;;Impermeabilizante à base de resina acrílica que forma sobre as superfícies uma membrana impermeável, elástica e flexível, resistente a intempéries. Disponível em 4 cores: Bege, Branco, Telha e Concreto. Produto à base de emulsão acrílica, cargas e pigmentos inorgânicos, agentes estabilizantes, espessantes, protetores e água.;"Vedalage Plus - Manta Líquida possui as seguintes vantagens:
• Pronto para uso;
• Aplicável a frio;
• Excelente aderência a diferentes substratos; tais como concreto e argamassas;
• Alta resistência a intempéries,
• Alta elasticidade;
• Isento de solventes inflamáveis;
• Permite vedar fissuras ativas de até 0,2 mm e passivas de até 0,5 mm;
• Acabamento colorido;
• Resistência a raios UV;
• Redução de calor.";img/produtos/vedalage-plus.jpg
vedatrinca;VEDATRINCA;aplicacao + categoria?;vedacit;;;selantes;impermeabilizantes;SIM;Impermeabilizante elastomérico de base acrílica.;"1,0 kg
4,5&nbsp
kg
18&nbsp
kg";;;Impermeabilizante acrílico para aplicação em lajes, jardineiras, calhas, marquises, lajes inclinadas e paredes.;"Impermeabilizante acrílico de alta elasticidade. Vedatrinca é uma pasta cremosa, de base acrílica, de aplicação à frio. Vedatrinca forma sobre a superficie uma membrana elástica de grande poder de aderência. VANTAGENS • Forma uma manta fina, sem emendas; • A laje pode ficar exposta ao tempo (sem trânsito intenso); • Consistência mais pastosa (fácil aplicação); • Resiste a movimentações; • Excelente resistência ao tempo; • Cor branca de ótimo acabamento evitando aquecimento da superfície. ONDE APLICAR Impermeabilizante acrílico para aplicação em lajes, jardineiras, calhas, marquises, lajes inclinadas e paredes. COMO APLICAR Trincas em Lajes: 1. Preparação da superfície: limpe o local das trincas. 2. Dilua o Vedatrinca com 50% de água e aplique a 1ª demão ao longo da trinca com largura de aproximadamente 40 cm. 3. Aplique a 2ª demão de Vedatrinca puro e coloque simultaneamente a Tela Vedatrinca de 0,25 m de largura. 4. Recubra a tela com mais 4 demãos de Vedatrinca puro. Lajes Inteiras: Quando as trincas forem generalizadas, deve-se fazer a impermeabilização total da laje. 1. Limpe a laje retirando o pó, graxa ou partículas soltas. 2. Regularize a laje (argamassa de cimento/areia 1:3) com caimento de no mínimo 2% para os condutores e arredonde os cantos (meia-cana). 3. Dilua com 50% de água para aplicar a 1ª demão. 4. Estenda a Tela Vedatrinca, sobrepondo a largura em 10 cm nas emendas e simultaneamente aplique a 2ª demão de Vedatrinca puro. 5. Aplique mais 4 demãos de Vedatrinca puro. OBS.: Suba com a impermeabilização até 30cm nas paredes e tubulações e recubra muretas de até 60cm de altura. Proteção Mecânica: Quando necessário: 1. Pulverize areia fina e seca (ou coloque papel craft) sobre a impermeabilização. 2. Prepare uma argamassa de cimento/areia 1:4. 3. Assente sobre a superfície com uma espessura de aproximadamente 4 cm. Caso queira assentar um piso (pedra, cerâmica,...), faça sobre a proteção mecânica. Em toda superfície sujeita a trincas deve-se utilizar Telas estruturantes reforçando a resistência da película do Vedatrinca - Norma ABNT - NB-279. Calhas, Marquises e Jardineiras: 1. Limpe e aplique a 1ª demão de Vedatrinca diluído com 50% de água. Se houver trincas repare com a Tela Vedatrinca. 2. Aplique 5 demãos de Vedatrinca puro em toda a calha, marquise ou jardineira. Secagem entre Demãos: Intervalo de 3 horas. Não aplicar com tempo chuvoso. Teste de estanquidade: 7 dias após a última demão. Ferramenta: Utilize trincha ou vassourão de pêlo macio. CARACTERÍSTICAS Composição básica: Resina acrílica, cargas inertes, plastificante, espessante e água. Consumo: Aproximadamente 400g/m²/demão. Densidade: 1,25g/cm³. Embalagem: 1,2 / 4,5 / 18 e 200 kg.";img/produtos/vedatrinca.jpg
vedbem-cozinha-e-banheiro;VEDBEM COZINHA E BANHEIRO;aplicacao;vedbem;;vedbem;impermeabilizantes;impermeabilizantes;;Argamassa Polimérica;CX 18kg;;;"Impermeabilizante flexível a base de cimentos especiais modificados com polímeros acrílicos de excelente qualidade.
VEDBEM COZINHA E BANHEIRO é fácil de aplicar e proporciona economia de tempo e mão de obra. Não precisa de proteção mecânica, portanto pode receber acabamento cerâmico direto.
VANTAGENS
• Mais prático: não precisa de proteção mecânica, aceita acabamento direto
• Flexível: resiste a fissuras e movimentações da superfície
• Aplicação fácil como pintura
• Ecológico base d’água
• Perfeita combinação entre resistência e elasticidade";"CARACTERÍSTICAS
COR
• Componente A: Líquido branco
• Componente B: Pó cinza.
DENSIDADE
• Componente A: 1,02 a 1,04 g / cm³.
• Componente B: 1,35g / cm³.
COMPOSIÇÃO BÁSICA
• Componente A: Emulsão acrílica flexível.
• Componente B: Cimento e aditivos minerais.
ARMAZENAGEM
Local coberto, seco, arejado e fora do alcance de crianças e animais.
VALIDADE
8 meses sem violação da embalagem.";img/produtos/vedbem-cozinha-e-banheiro.jpg
vedbem-piscina;VEDBEM PISCINA;marca + aplicacao;;vedbem;;impermeabilizantes;impermeabilizantes;;Argamassa Polimérica;CX 18kg;;;"Argamassa polimérica acrílica de alta performance, totalmente flexível, resistente à trincas, movimentações e grandes pressões.
VEDBEM PISCINA é um sistema prático, sem necessidade de proteção mecânica, e de aplicação fácil como pintura.
VEDBEM PISCINA é um impermeabilizante especialmente desenvolvido para piscinas e reservatórios enterrados ou suspensos. A resistência é de 80 m.c.a. (metros de coluna de água) e é aprovado para uso em água potável.
APLICAÇÕES
• Piscinas enterradas ou suspensas;
• Reservatórios de água enterrados ou suspensos;
• Tanques de piscicultura;
• Muros de arrimo.
VANTAGENS
• Flexível: resiste a trincas, movimentações e grandes pressões
• Mais prático: não precisa de proteção mecânica, aceita acabamento direto
• Aplicação fácil como pintura
• Resistente a 80 metros de coluna d&acute;água
• Aprovado para uso em água potável
• Ecológico base d’água
• Alta resistência à tração
• Perfeita combinação entre resistência e elasticidade";"CARACTERÍSTICAS
COR
• Componente A: Líquido branco
• Componente B: Pó cinza.
DENSIDADE
• Componente A: 1,02 a 1,04 g / cm³.
• Componente B: 1,35g / cm³.
COMPOSIÇÃO BÁSICA
• Componente A: Emulsão acrílica flexível.
• Componente B: Cimento e aditivos minerais.
ARMAZENAGEM
Local coberto, seco, arejado e fora do alcance de crianças e animais.
VALIDADE
08 meses sem violação da embalagem.";img/produtos/vedbem-piscina.jpg
vedbem-trinca;VEDBEM TRINCA;aplicacao;vedbem;;;selantes;selantes;;Mástique acrílico para calafetação de esquadrias;1,2 Kg;;;"• Trincas e fissuras em geral
• Calafetação em caixilhos e esquadria metálica ou madeira
• Junta entre estruturas e elementos pré-moldados";VEDBEM TRINCA é um poderoso selante elastomérico para correção de trincas, fissuras e calafetação em esquadrias em geral. VEDBEM TRINCA possui alta elasticidade e aderência permitindo um tratamento mais simplificado e com excelente acabamento. Dispensa o uso de telas estruturantes. APLICAÇÕES Trincas e fissuras em geral Calafetação em caixilhos e esquadria metálica ou madeira Junta entre estruturas e elementos pré-moldados VANTAGENS Praticidade na aplicação Rapidez Alta elasticidade Aderência a diversos tipos de superfície Ótimo acabamento Aceita pintura Excelente resistência às ações climáticas e ao envelhecimento Evita a proliferação de mofo PREPARO DO PRODUTO Pronto para uso PREPARO DA SUPERFÍCIE A superfície a ser tratada deve estar limpa, isenta de partículas soltas, graxa, óleo, ferrugem, fungos, restos de pintura e totalmente seca. APLICAÇÃO DO PRODUTO 1. Utilizando uma ferramenta manual ou elétrica, abra a trinca com largura entre 2 mm e 7 mm e profundidade máxima de 10 mm. 2. Limpe a área de tratamento removendo todas as partículas soltas. Se necessário, aplique um fundo preparador de parede. 3. Com o auxilio de uma espátula, desempenadeira de aço ou celulóide, aplique o VEDBEM TRINCA garantindo o preenchimento de toda a área. 4. Após a secagem, reaplique o VEDBEM TRINCA se ocorrer perda de volume. PRECAUÇÕES DE USO Não aplique com a superfície úmida. A secagem pode variar de acordo com a umidade relativa do ar e temperatura no local da aplicação. FERRAMENTAS Espátula Desempenadeira Celulóide CARACTERÍSTICAS COMPOSIÇÃO BÁSICA Resina 100% acrílica, cargas minerais inertes e antifungos. COR Pasta viscosa branca. DENSIDADE 1,60 g/cm³ ARMAZENAGEM Local coberto, seco, arejado e fora do alcance de crianças e animais. EMBALAGEM 1,2 Kg RENDIMENTO Aproximadamente 30g/m em juntas de 5x10mm SEGURANÇA Utilizar óculos de segurança e luvas de borracha ou sintética. PRIMEIROS SOCORROS INGESTÃO Não provoque vômito, beba bastante água. Procure um médico. CONTATO COM OS OLHOS Lave com bastante água durante 15 minutos. Procure um médico. CONTATO COM A PELE Lave com bastante água durante 15 minutos e aplique um creme hidratante. INALAÇÃO: Remova a vítima para um local arejado e com boa ventilação. Se necessário procure um médico. Consulte o centro de intoxicações Ceatox através do telefone 0800 0148110 ou serviço de saúde mais próximo. VALIDADE 24 meses sem violação da embalagem.;img/produtos/vedbem-trinca.jpg
viabit;VIABIT;aplicacao + categoria?;viapol;;;asfaltos;primers;SIM;Primer impermeabilizante composta de asfaltos modificados;"Gal&atilde
o com 3,6 litros
Lata com 0,9 litros
Lata com 18 litros
Tambor com 200 litros.";;;"Viabit é aplicado puro, com rolo de pintura ou trincha, em uma demão como solução para imprimação. Para uso como pintura impermeável deve-se aplicar três ou mais demãos, aguardando a secagem entre demãos de no mínimo 6 horas.
Misturar o produto antes de sua aplicação.";"Pintura impermeabilizante composta de asfaltos modificados, plastificantes e solventes orgânicos, para aplicação à frio sobre superfícies de concreto, argamassa, alvenaria, metal, PVC, fibra de vidro, etc.
Utilização:
Viabit é uma solução asfáltica que forma um filme de excelente aderência, ideal para ser utilizado como:
Primer para colagem de mantas asfálticas;
Primer para impermeabilizações com soluções asfálticas moldadas no local;
Primer para selantes asfálticos;
Proteção anticorrosiva em metais;
Pintura impermeável em baldrames, alicerces e muros de arrimo;
Pintura impermeável para fachadas, quando for aplicada sob película de vidro. Forma eficiente barreira contra a umidade, permitindo perfeito acabamento, enaltecendo a película.
Aplicada na pintura de madeiras utilizadas para confecção de mourões.
Revestimento impermeável para cochos.
Revestimento impermeável de tanques para alcool etílico.
Vantagens:
Forma um filme flexível;
Proteção da estrutura contra agentes agressivos, como ambiente marítimo e chuvas ácidas;
Ótimo poder de adesividade sobre diversos materiais;
Excelente agente antioxidante e anticorrosivo para superfícies metálicas;
Excelente desempenho quando utilizado como pintura de fachada, antes da colocação de revestimentos como: granitos e pele de vidro.
Após secagem da película não transmite cheirto ou gosto à água e aos alimentos.
Características técnicas:
CaracterísticasUnid.Especificação
Viscosidade Copo Ford 4 a 25o C:segundos40-60
Não voláteis a 120ºC/3h:% massa55 - 65
Massa específica a 25/25ºC:-mín. 0,940 g/cm³
Secagem ao toque:minutosmáximo 50
Preparação da superfície:
O local a receber o primer Viabit deve estar limpo, seco e regularizado com caimento mínimo de 1% em direção aos pontos de escoamento de água, preparada com argamassa de cimento e areia média, traço 1:3, utilizando água de amassamento composta de 1 volume de emulsão adesiva Viafix e 2 volumes de água para maior aderência ao substrato. Essa argamassa deverá ter acabamento desempenado, com espessura mínima de 2cm.
Consumo:
De 0,3 a 0, 4 litros/m²/demão
Validade e estocagem:
Produto válido por 24 meses, a partir da data de fabricação, desde que armazenado em local seco e ventilado e nas embalagens originais e intactas.
Recomendações:
PERIGO: produto inflamável
Manter a embalagem fechada, CONSERVE FORA DO ALCANCE DAS CRIANÇAS E DOS ANIMAIS DOMÉSTICOS.
A Inalação freqüente em concentrações elevadas deste produto, acima dos níveis permitidos pela legislação, pode causar dependência e danos irreversíveis à saúde.
Manter o ambiente ventilado durante a aplicação e secagem.
Em ambientes fechados, utilizar obrigatóriamente ventilação forçada;
Não incinerar, perfurar ou reutilizar esta embalagem.
Usar máscara protetora, óculos de segurança e luvas durante a aplicação.
Em caso de contato com os olhos ou irritação da pele, lavar com água em abundância.
VENENO: perigosa inalação e proibida a ingestão.
Em caso de ingestão, não provocar vômito, procure auxílio médico, informando o tipo de produto.
Em caso de intoxicações, procure um Centro de Intoxicações ou Serviço de Saúde, levando a embalagem ou o rótulo do produto.
Misturar bem o produto antes de utilizar.
Para limpeza de ferramentas, utilizar aguarrás.
Nota: As informações contidas nesta ficha são baseadas em nosso conhecimento para a sua ajuda e orientação. Salientamos que o desempenho dos nossos produtos depende das condições de preparo de superfície, aplicação e estocagem, que não estão sob nossos cuidados. O rendimento prático depende da técnica de aplicação, das condições do equipamento e da superfície a ser revestida. Não assumimos assim, qualquer responsabilidade relativa ao rendimento e ao desempenho de qualquer natureza em decorrência do uso indevido do produto. Para maiores esclarecimentos consultar nosso departamento técnico. A Viapol reserva-se o direito de mudar as especificações ou informações contidas neste follheto sem prévio aviso.";img/produtos/viabit.jpg
viafix;VIAFIX;aplicacao;viapol;;;adesivos_argamassas;adesivos_argamassas;;Emulsão adesiva à base de resinas especiais de alto desempenho;"Caixa com 9 frascos de 1 litro
Gal&atilde
o com 3,6 litros
Balde com 18 litros
barrica com 18 litros
&nbsp
Tambor com 200 litros.&nbsp";;;"A argamassa de aderência deve ser executada no traço 1:2 (cimento e areia média), amassada com solução Viafix/água;
Esta massa se aplica às mais diversas finalidades, tais como: chapiscos, argamassas para reparos e trincas, argamassas de regularização, proteções mecânicas de impermeabilização, dentre outros;
Esfregar a superfície da argamassa com escova ou vassourão quando a mesma ainda estiver fluida. Colocar o revestimento final só após a pega da argamassa que é de 10 a 20 minutos, dependendo da temperatura.";"Descrição:
Emulsão adesiva à base de resinas especiais de alto desempenho, compatível com cimento e cal, utilizada como promotor de aderência para concreto e argamassa e chapiscos, com excelentes propriedades de plasticidade.
Utilização:
Viafix é utilizado como promotor de aderência resistência e plasticidade aos mais variados substratos, indicado para:
Rebocos e embossos;
Argamassas de regularização
Argamassas de assentamento de pisos e azulejos;
Argamassas de contra-piso;
Chapiscos nos mais variados substratos.
Chapisco sobre isopor;
Plastificante para gesso.
Vantagens:
Proporciona maior aderência as argamassas, sobre os mais diversos substratos, permitindo a aplicação das mesmas sobre o concreto liso;
Grande resistência à alcalinidade;
Permite uma melhor ligação entre concretos de diferentes idades e concretos novos;
Proporciona às argamassas grande plasticidade e resistência mecânica ao desgaste, impacto, permitindo o acompanhamento das diferentes dilatações dos materiais.
Características técnicas:
Aspécto: Líquido
Cor: Branca
Densidade à 25°C: 1,00 `a 1,03 g/ml
Viscosidade de Brookfield: 10 à 20 cPs
F1 / 100 Rpm, 25oC
PH 4,0 à 5,0
Preparação da superfície:
A superfície deve apresentar-se resistente, limpa e isenta de impregnação de óleo, graxas, etc.
Deve ser regularizada e deverá ser umedecida com água, mas não saturada.
Preparação do produto:
Homogeneizar o produto antes de usar;
Adicionar Viafix à água de amassamento na proporção 1:2.(Viafix : água)
Consumo:
Argamassas: 400 g/m²/cm
Chapisco rolado: 200 g/m²
Chapisco convencional: 300 g/m²
Validade e estocagem:
O produto tem validade de 12 meses, a partir da data de fabricação, desde que armazenado em local seco e ventilado e nas embalagens originais e intáctas.
Recomendações:
Utilizar luvas de borracha para manuseio do produto;
Após o uso do produto recomendamos lavar bem as mãos;
Caso o produto entre em contato com os olhos ou mucosas, lavar com água limpa em abundância. Caso persista a irritação procurar um pronto socorro mais próximo.
Nota: As informações contidas nesta ficha são baseadas em nosso conhecimento para a sua ajuda e orientação. Salientamos que o desempenho dos nossos produtos depende das condições de preparo de superfície, aplicação e estocagem, que não estão sob nossos cuidados. O rendimento prático depende da técnica de aplicação, das condições do equipamento e da superfície a ser revestida. Não assumimos assim, qualquer responsabilidade relativa ao rendimento e ao desempenho de qualquer natureza em decorrência do uso indevido do produto. Para maiores esclarecimentos consultar nosso departamento técnico. A Viapol reserva-se o direito de mudar as especificações ou informações contidas neste follheto sem prévio aviso.";img/produtos/viafix.jpg
viafix-chapisco;VIAFIX CHAPISCO;aplicacao;viapol;;viapol;adesivos_argamassas;adesivos_argamassas;;Adesivo a base de estireno-butadieno (SBR);"GL 3,6 kg
BD 18 kg
BC 18 kg
TAMBOR 200 L";;;"Viafix Chapisco é um adesivo não reemulsionável à base de resina estireno-butadieno (SBR) que somado com as propriedades do cimento portland, aumenta a aderência e beneficia outras propriedades dos chapiscos e argamassas nos mais variados substratos da construção civil.
Vantagens
Viafix Chapisco proporciona as seguintes vantagens:
• Aumento da aderência nos substratos de concreto e alvenaria;
• Evita a segregação e exsudação;
• Melhora a trabalhabilidade;
• Redução do potencial de retração e a formação de fissuras;
• Aumento das resistências ao desgaste e impacto;
• Redução da permeabilidade.
Utilização
Viafix Chapisco é utilizado como promotor de aderência, resistência e plasticidade das argamassas e chapiscos em:
• Argamassa de contrapiso;
• Emboços internos ou externos;
• Chapisco convencional. Para chapisco rolado, utilizar o Viafix PVA à base de resina PVA;
• Ponte de aderência para argamassa.";"Características TécnicasViafix Chapisco
Ação PrincipalIncorporador de aderência, resistência e plasticidade para concreto e argamassa.
Composição básicaSolução aquosa de estireno-butadieno
AspectoLíquido
CorBranca
pH8,5 a 10,0
Densidade a 25ºC1,001 a 1,003 g/cm3
Viscosidade Brookfield (F1/100 rpm, 25ºC)Mínimo 20 cPs
Preparação da superfície A superfície deverá estar resistente, limpa, isenta de impregnação de óleo, graxas e desmoldantes. Deve ser regularizada e umedecida com água, mas não saturada. Preparação do produto Faça a homogeneização do produto antes de utilizá-lo. O Viafix Chapisco deve ser diluído em volume na proporção de 1:2 (Viafix/água) Aplicação do produto A argamassa deve ser executada no traço especifico em obra e amassada com a solução de Viafix Chapisco e água na proporção de 1 parte de Viafix Chapisco para 2 partes de água. Adicionar a mistura de solução Viafix/água na argamassa de cimento e areia até atingir a trabalhabilidade necessária (tipo de aplicação). Observação: Viafix Chapisco não deve ser aplicado como chapisco rolado em isopor (EPS) e teto. Para estas aplicações, utilize o adesivo Viafix (base PVA).";img/produtos/viafix-chapisco.jpg
viaflex-branco;VIAFLEX BRANCO;marca + aplicacao;;viapol;;impermeabilizantes;impermeabilizantes;;Impermeabilizante Acrilico;"GL 3,6L
BD 18L
BC 18L
TB 200L";;;"Impermeabilizante à base de resina acrílica, formando sobre as superfícies uma membrana impermeável, elástica e flexível, resistente às intempéries. Como a impermeabilização é de cor branca que reflete os raios solares, proporciona ao ambiente interno um bom conforto térmico.
Vantagens
• Grande elasticidade e flexibilidade;
• Resistente ao ozônio, raios ultravioletas e névoas salinas;
• Por ser de cor branca, reflete os raios solares;
• Não necessita de camada de proteção mecânica;
• Aplicação fácil e simples.";"CaracterísticasViaflex Branco
AspectoLíquido viscoso
CorBranco
Densidade a 25 ºC1,23 a 1,29
Viscosidade Brookfield F6/10 rpm, 25 ºC8.000 a 16.000 cPs
PH8,5 a 10,0";img/produtos/viaflex-branco.jpg
viaflex-fita-aluminizada;VIAFLEX FITA ALUMINIZADA;marca + detalhes + aplicacao;;viapol;;telhados_calhas;telhados_calhas;;Membrana asfáltica para reparos;"Rolo (0,05x10)m2
Rolo (0,10x10)m2
Rolo (0,15x10)m2
Rolo (0,20x10)m2
Rolo (0,30x10)m2
Rolo (0,45x10)m2
Rolo (0,90x10)m2";;;"Viaflex Fita/Pró é uma membrana asfáltica com utilização de asfalto. Com alto teor de elastômeros, propicia permanente adesividade.
Recoberta com alumínio flexível, possibilita sua utilização de forma abrangente, de fácil aplicação e proporcionando solução imediata de reparos em goteiras e infiltrações.
Utilização
A alta e permanente adesividade garante a adesão em:
• Concreto;
• Telhas (metálicas: fibrocimento e concreto);
• Rufos e calhas metálicas;
• Proteção de tubulação PVC exposta ao tempo;
• Dutos de ventilação e ar condicionado;
• Cantoneiras, furgões, carrocerias baú;
• Barraca de camping;
• Fechamento das sobreposições em sistema de subcobertura.";;img/produtos/viaflex-fita-aluminizada.jpg
viaflex-preto;VIAFLEX PRETO;marca + aplicacao;;viapol;;impermeabilizantes;impermeabilizantes;;Impermeabilizante a base asfáltica;"GL 3,6L
BD 18L
BC 18L
TB 180L";;;"Viaflex Preto é um impermeabilizante de excelentes características de elasticidade, flexibilidade e aderência, pronto para o uso e para ser aplicado a frio. É produzido à base de asfalto modificado com polímeros, emulsionado em água.
Vantagens
• O impermeabilizante Viaflex Preto oferece os seguintes benefícios:
• Boa performance de elasticidade e flexibilidade
• Fácil manuseio e aplicação
• À base de água, não é agressivo ao meio ambiente, podendo ser aplicado em ambientes fechados
Aplicação a frio, formando uma membrana contínua e sem emendas
• Ótima resistência e durabilidade
• Pronto para o uso.";"CaracterísticasUnid.Viaflex Preto
Teor de Não Voláteis (% em massa)%50 a 55
Viscosidade BrookfielCp9.000 a 12.000
Densidade a 25 ºCg/cm³0,95 a 1,05";img/produtos/viaflex-preto.jpg
viafloor-fluor-silicato;VIAFLOOR FLUOR SILICATO;marca + aplicacao;;viapol;;endurecedor;endurecedor;;Solução de Fluorsilicato de Magnésio;"Bd 18L
Tambor 200L";;;"Viafloor Fluorsilicato é uma solução transparente à base de fluorsilicato de magnésio destinado para aplicação em piso de concreto com a finalidade principal de endurecer a superfície, aumentando a impermeabilidade, resistência à abrasão e evitando a formação de pó. O Viafloor Fluorsilicato reage quimicamente com substâncias do concreto formando cristais de alta dureza e insolúveis na porosidade do concreto.
Vantagens
O uso do Viafloor Fluorsilicato traz os seguintes benefícios aos usuários:
• Fácil aplicação;
• Aumento significativo da resistência à abrasão do concreto;
• Reduz a geração de poeira em concreto de baixa qualidade;
• Excelente penetração no concreto;
• Resistente a óleos, graxa e outros agentes agressivos;
• Economia devido ao baixo custo para a obtenção de proteção superficial para pisos de concreto facilitando a limpeza;
• Produz um ligeiro brilho em piso de concreto polido.";"Características Técnicas
CaracteristicasValor NominalEspecificaçãoUnidade
pH2,52,00 a 3,00n/a
AparênciaLíquido Transparenten/an/a
OdorInodoron/an/a
Utilização
Viafloor Fluorsilicato é indicado principalmente para superfícies de concreto velho, em áreas internas e/ou externas onde é desejada a melhoria na resistência à abrasão, na diminuição da geração de pó e na permeabilidade do concreto em:
• Plantas industriais de concreto e/ou granilite;
• Postos de combustíveis;
• Pisos de estacionamentos e garagens de condomínios;
• Lojas e Shoppings Centers;
• Almoxarifados e depósitos;
• Centros de distribuição e docas;
• Pisos com tráfegos intensos de empilhadeiras.";img/produtos/viafloor-fluor-silicato.jpg
viafloor-silicato;VIAFLOOR SILICATO;marca + aplicacao;;viapol;;endurecedor;endurecedor;;Agente de cura e endurecedor de superficie;"BD 18L
TB 200L";;;"Viafloor Silicato é uma solução aquosa à base de silicatos que pode ser aplicado sobre o piso de concreto logo após seu acabamento com a finalidade principal de endurecer a superfície, servindo paralelamente como auxiliar de cura do concreto, aumentando a impermeabilidade do piso e a resistência à abrasão. Pode também ser aplicado em pisos de concreto já curado que apresentem baixa resistência superficial (soltando pó).
Vantagens
O uso do Viafloor Silicato traz os seguintes benefícios aos usuários:
• Fácil aplicação;
• Melhora a resistência à abrasão do concreto;
• Reduz a geração de poeira em concreto de baixa qualidade;
• Boa penetração no concreto;
• Economia devido ao baixo custo para a obtenção de proteção superficial para pisos de concreto facilitando a limpeza;
• Reduz a perda de água por evaporação no concreto, auxiliando na cura do concreto fresco;
• Produz um ligeiro brilho superficial;";"CaracteristicasValor NominalEspecificaçãoUnidade
pH12,0011,00 a 13,00n/a
AparênciaLíquido Transparenten/an/a
OdorInodoron/an/a";img/produtos/viafloor-silicato.jpg
